budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
132000000,DreamWorks Animation,USA,Eric Darnell,Animation,83348920,Penguins of Madagascar,PG,26/11/2014,92,6.7,Tom McGrath,66287,Michael Colton,2014
0,Focus Features,UK,Kevin Macdonald,Adventure,1171559,Black Sea,R,23/1/2015,114,6.4,Jude Law,28336,Dennis Kelly,2014
35000000,Open Road Films (II),USA,David Ayer,Action,10508518,Sabotage,R,28/3/2014,109,5.7,Arnold Schwarzenegger,51146,Skip Woods,2014
15000000,Prospero Pictures,Canada,David Cronenberg,Comedy,347648,Mapa a las estrellas,R,27/2/2015,111,6.2,Julianne Moore,31631,Bruce Wagner,2014
5000000,Sierra / Affinity,USA,Michael Cuesta,Biography,2450846,Kill the Messenger,R,10/4/2015,112,7,Jeremy Renner,36607,Peter Landesman,2014
25000000,Summit Entertainment,USA,Ivan Reitman,Drama,28831145,Draft Day,PG-13,11/4/2014,110,6.8,Kevin Costner,43430,Scott Rothman,2014
100000,Duplass Brothers Productions,USA,Charlie McDowell,Drama,511635,The One I Love,R,8/8/2014,91,7.1,Mark Duplass,27078,Justin Lader,2014
16000000,Paramount Pictures,USA,Jason Reitman,Comedy,461162,"Men, Women & Children",R,17/10/2014,119,6.7,Kaitlyn Dever,25383,Jason Reitman,2014
10000000,Scott Rudin Productions,USA,Noah Baumbach,Comedy,7574066,While We're Young,R,17/4/2015,97,6.3,Ben Stiller,35437,Noah Baumbach,2014
0,SpectreVision,USA,Jonathan Milott,Comedy,55749,Cooties,R,18/9/2015,88,5.7,Elijah Wood,17646,Leigh Whannell,2014
2000000,Pure Flix Productions,USA,Harold Cronk,Drama,60755732,God's Not Dead,PG,21/3/2014,100,4.8,Shane Harper,34760,Hunter Dennis,2014
45000000,Offspring Entertainment,USA,Trish Sie,Drama,14904384,Step Up All In,PG-13,8/8/2014,112,6,Ryan Guzman,27883,Duane Adler,2014
145000000,Bullwinkle Studios,USA,Rob Minkoff,Animation,111506430,Mr. Peabody & Sherman,PG,7/3/2014,92,6.8,Ty Burrell,52421,Jay Ward,2014
6000000,Warner Bros. Digital Distribution,USA,Rob Thomas,Crime,3319109,Veronica Mars,PG-13,13/3/2014,107,6.8,Kristen Bell,44057,Rob Thomas,2014
28000000,Walt Disney Pictures,USA,Miguel Arteta,Comedy,66954149,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",PG,10/10/2014,81,6.2,Steve Carell,33226,Rob Lieber,2014
22500000,Fear of God Films,Australia,Russell Crowe,Drama,4190530,Promesa de Vida,R,22/5/2015,111,7.1,Russell Crowe,60858,Andrew Knight,2014
15000000,Relativity Media,USA,Roger Donaldson,Action,24984868,The November Man,R,27/8/2014,108,6.3,Pierce Brosnan,54875,Michael Finch,2014
0,Voltage Pictures,USA,Andrew Niccol,Drama,316842,Good Kill,R,15/5/2015,102,6.4,Ethan Hawke,18732,Andrew Niccol,2014
2000000,Bold Films,USA,Ryan Gosling,Drama,43282,Lost River,R,10/4/2015,95,5.8,Christina Hendricks,13654,Ryan Gosling,2014
42000000,Gulfstream Pictures,Canada,Peter Lepeniotis,Animation,64251541,Locos por las nueces,PG,17/1/2014,85,5.8,Will Arnett,21922,Lorne Cameron,2014
0,Crab Apple Films,UK,Yann Demange,Action,1268760,'71,R,10/10/2014,99,7.2,Jack O'Connell,40959,Gregory Burke,2014
5000000,Codeblack Entertainment,USA,Bille Woodruff,Drama,17382982,Addicted,R,10/10/2014,106,5.2,Sharon Leal,6772,Christina Welsh,2014
103000000,Twentieth Century Fox Animation,USA,Carlos Saldanha,Animation,131538435,Rio 2,G,11/4/2014,101,6.3,Jesse Eisenberg,64550,Don Rhymer,2014
40000000,Four Seasons Partnership,USA,Clint Eastwood,Biography,47034272,Jersey Boys,R,20/6/2014,134,6.8,John Lloyd Young,27637,Marshall Brickman,2014
6000000,Worldview Entertainment,USA,Zach Braff,Comedy,3588432,Wish I Was Here,R,25/7/2014,106,6.7,Zach Braff,32275,Adam J. Braff,2014
0,Code Red,USA,Justin Simien,Comedy,4404154,Dear White People,R,4/12/2014,108,6.2,Tyler James Williams,22518,Justin Simien,2014
20000000,Gary Sanchez Productions,USA,Ben Falcone,Comedy,84525432,Tammy,R,2/7/2014,97,4.9,Melissa McCarthy,40108,Melissa McCarthy,2014
500000,Camfam Studios,USA,Darren Doane,Comedy,2783970,Saving Christmas,PG,14/11/2014,79,1.5,Kirk Cameron,13059,Darren Doane,2014
0,Lucky Monkey Pictures,USA,Richard LaGravenese,Comedy,137945,The Last Five Years,PG-13,18/2/2015,94,5.9,Anna Kendrick,7557,Jason Robert Brown,2014
25000000,Cube Vision,USA,Tim Story,Action,134938200,Ride Along,PG-13,17/1/2014,99,6.2,Ice Cube,84906,Greg Coolidge,2014
5000000,Anonymous Content,USA,Lynn Shelton,Comedy,440338,Laggies,R,24/10/2014,99,6.4,Keira Knightley,34852,Andrea Seigel,2014
60000000,Laika Entertainment,USA,Graham Annable,Animation,50837305,The Boxtrolls,PG,26/9/2014,96,6.8,Ben Kingsley,46486,Irena Brignull,2014
2400000,Abbolita Productions,USA,Jeff Baena,Comedy,80315,Life After Beth,R,15/7/2014,89,5.6,Aubrey Plaza,15603,Jeff Baena,2014
7000000,Black Entertainment Television (BET),USA,Gina Prince-Bythewood,Drama,14618727,Beyond the Lights,PG-13,14/11/2014,116,6.9,Gugu Mbatha-Raw,12718,Gina Prince-Bythewood,2014
0,Head Gear Films,Australia,Josh Lawson,Comedy,18238,The Little Death,NOT RATED,26/6/2015,96,7.1,Bojana Novakovic,21390,Josh Lawson,2014
0,Cargo Entertainment,USA,Kriv Stenders,Action,23840,Kill Me Three Times,R,10/4/2015,90,5.9,Simon Pegg,16116,James McFarland,2014
12000000,IAC Films,USA,Chris Rock,Comedy,25277561,Top Five,R,12/12/2014,102,6.4,Chris Rock,23426,Chris Rock,2014
0,New Artists Alliance,USA,Courteney Cox,Comedy,8129,Just Before I Go,R,24/4/2015,95,6.4,Seann William Scott,15177,David Flebotte,2014
0,BSM Studio,USA,Jim Mickle,Crime,414623,Cold in July,R,31/12/2014,109,6.8,Michael C. Hall,28879,Nick Damici,2014
0,XYZ Films,USA,Justin Benson,Comedy,48949,Spring,NOT RATED,20/3/2015,109,6.7,Lou Taylor Pucci,17373,Justin Benson,2014
25000000,Walt Disney Pictures,USA,Craig Gillespie,Biography,36447959,Million Dollar Arm,PG,16/5/2014,124,7,Jon Hamm,38459,Tom McCarthy,2014
1000000,GNK Productions,USA,Peter Sattler,Drama,9837,Camp X-Ray,R,17/10/2014,117,7,Kristen Stewart,33542,Peter Sattler,2014
0,Subzero Film Entertainment,UK,Jalmari Helander,Action,16909,Big Game,PG-13,26/6/2015,90,5.4,Samuel L. Jackson,24225,Jalmari Helander,2014
18000000,ASIG Productions,USA,Rob Reiner,Comedy,15155772,And So It Goes,PG-13,25/7/2014,94,5.8,Michael Douglas,10327,Mark Andrus,2014
8500000,Porchlight Films,Australia,David MichÙd,Action,1109199,The Rover,R,20/6/2014,103,6.4,Guy Pearce,36879,Joel Edgerton,2014
5000000,Affirm Films,USA,Andrew Erwin,Comedy,10429707,Moms' Night Out,PG,9/5/2014,98,5.4,Sarah Drew,11445,Jon Erwin,2014
0,Gilbert Films,USA,Daniel Barber,Drama,27166,The Keeping Room,R,25/9/2015,95,6,Brit Marling,4650,Julia Hart,2014
24000000,LStar Capital,USA,Tim Story,Comedy,65182182,Think Like a Man Too,PG-13,20/6/2014,106,5.8,Kevin Hart,16706,Keith Merryman,2014
12500000,Screen Gems,USA,Steve Pink,Comedy,48637684,About Last Night,R,14/2/2014,100,6.1,Kevin Hart,18519,Leslye Headland,2014
1000000,Rook Films,UK,Peter Strickland,Drama,32630,The Duke of Burgundy,UNRATED,23/1/2015,104,6.6,Sidse Babett Knudsen,8925,Peter Strickland,2014
5000000,Gordon Bijelonic / Datari Turner Films,USA,John Stockwell,Biography,5565,Kid Cannabis,NOT RATED,18/4/2014,110,6.4,Jonathan Daniel Brown,8218,John Stockwell,2014
15000000,Alliance Films,UK,Tom Harper,Drama,26496583,The Woman in Black 2: Angel of Death,PG-13,2/1/2015,98,4.9,Helen McCrory,22255,Jon Croker,2014
5000000,Unified Pictures,USA,William H. Macy,Comedy,37440,Rudderless,R,21/2/2015,105,7.5,Billy Crudup,14913,Casey Twenter,2014
50000000,Walt Disney Pictures,USA,James Bobin,Adventure,51183113,Muppets Most Wanted,PG,21/3/2014,107,6.4,Ricky Gervais,26380,James Bobin,2014
13000000,Relativity Media,USA,Dave Green,Adventure,38916903,Earth to Echo,PG,2/7/2014,91,5.8,Teo Halm,16757,Henry Gayden,2014
0,Working Title Films,UK,Stephen Daldry,Adventure,10230,Trash,R,9/10/2015,114,7.2,Rickson Tevez,16903,Andy Mulligan,2014
13200000,Screen Gems,USA,Sam Miller,Crime,52543632,No Good Deed,PG-13,12/9/2014,84,5.6,Taraji P. Henson,14236,Aimee Lagos,2014
15000000,Affirm Films,USA,Thomas Carter,Drama,30127963,When the Game Stands Tall,PG,22/8/2014,115,6.7,Jim Caviezel,13653,Scott Marshall Smith,2014
4000000,RADiUS-TWC,USA,Daniel Stamm,Horror,9134,13 Sins,R,11/4/2014,93,6.3,Mark Webber,26332,David Birke,2014
12000000,TriStar Pictures,USA,Randall Wallace,Biography,91443253,Heaven Is for Real,PG,16/4/2014,99,5.8,Greg Kinnear,22482,Randall Wallace,2014
5000000,Occupant Entertainment,UK,Geoff Moore,Comedy,72273,Better Living Through Chemistry,NOT RATED,14/3/2014,91,6.3,Sam Rockwell,12284,Geoff Moore,2014
4000000,Baby Way Productions,USA,Michael Tiddes,Comedy,17329486,A Haunted House 2,R,18/4/2014,86,4.7,Marlon Wayans,16194,Marlon Wayans,2014
6000000,WhiteFlame Productions,USA,Andrew Fleming,Comedy,11766,Barefoot,PG-13,4/9/2014,90,6.6,Evan Rachel Wood,19248,Stephen Zotnowski,2014
3000000,Unison Films,USA,Ned Benson,Drama,585640,The Disappearance of Eleanor Rigby: Them,R,12/9/2014,123,6.3,James McAvoy,9569,Ned Benson,2014
200000,Exclusive Media Group,USA,John Pogue,Horror,8496112,The Quiet Ones,PG-13,25/4/2014,98,5.1,Jared Harris,16654,Craig Rosenberg,2014
1000000,Park Pictures,USA,John Slattery,Crime,104401,God's Pocket,R,8/8/2014,88,6.1,Philip Seymour Hoffman,9072,Peter Dexter,2014
0,Wildgaze Films,UK,Pascal Chaumeil,Comedy,13093,A Long Way Down,R,5/6/2014,96,6.4,Pierce Brosnan,27014,Nick Hornby,2014
245000000,Lucasfilm,USA,J.J. Abrams,Action,936662225,Star Wars: The Force Awakens,PG-13,18/12/2015,136,8.1,Daisy Ridley,687192,Lawrence Kasdan,2015
150000000,Warner Bros. Pictures,Australia,George Miller,Action,153636354,Mad Max: Fury Road,R,15/5/2015,120,8.1,Tom Hardy,661575,George Miller,2015
44000000,Visiona Romantica,USA,Quentin Tarantino,Crime,54117416,The Hateful Eight,R,30/12/2015,167,7.8,Samuel L. Jackson,360020,Quentin Tarantino,2015
110000000,Village Roadshow Pictures,USA,Brad Peyton,Action,155190832,San Andreas,PG-13,29/5/2015,114,6.1,Dwayne Johnson,167250,Carlton Cuse,2015
30000000,Black Label Media,USA,Denis Villeneuve,Action,46889293,Sicario,R,2/10/2015,121,7.6,Emily Blunt,257207,Taylor Sheridan,2015
40000000,Focus Features,USA,Sam Taylor-Johnson,Drama,166167230,Fifty Shades of Grey,R,13/2/2015,125,4.1,Dakota Johnson,250086,Kelly Marcel,2015
155000000,Paramount Pictures,USA,Alan Taylor,Action,89760956,Terminator Genisys,PG-13,1/7/2015,126,6.5,Arnold Schwarzenegger,212532,Laeta Kalogridis,2015
108000000,Twentieth Century Fox Film Corporation,UK,Ridley Scott,Adventure,228433663,The Martian,PG-13,2/10/2015,144,8,Matt Damon,579946,Drew Goddard,2015
61000000,Gotham Group,USA,Wes Ball,Action,81670090,Maze Runner: The Scorch Trials,PG-13,18/9/2015,131,6.3,Dylan O'Brien,166404,T.S. Nowlin,2015
245000000,B24,UK,Sam Mendes,Action,200074175,Spectre,PG-13,6/11/2015,148,6.8,Daniel Craig,318152,John Logan,2015
150000000,Universal Pictures,USA,Colin Trevorrow,Action,652270625,Jurassic World,PG-13,12/6/2015,124,7,Chris Pratt,469200,Rick Jaffa,2015
3500000,Parts and Labor,USA,Robert Eggers,Horror,25138292,The Witch,R,19/2/2016,92,6.8,Anya Taylor-Joy,111384,Robert Eggers,2015
95000000,Allison Shearmur Productions,USA,Kenneth Branagh,Drama,201151353,Cinderella,PG,13/3/2015,105,7,Lily James,121576,Chris Weitz,2015
28000000,Plan B Entertainment,USA,Adam McKay,Biography,70259870,The Big Short,R,23/12/2015,130,7.8,Christian Bale,260244,Charles Randolph,2015
30000000,Cross Creek Pictures,UK,Brian Helgeland,Biography,1872994,Legend,R,20/11/2015,132,7,Tom Hardy,115765,Brian Helgeland,2015
65000000,Twentieth Century Fox Film Corporation,USA,Paul Feig,Action,110825712,Spy,R,5/6/2015,119,7,Melissa McCarthy,193925,Paul Feig,2015
250000000,Marvel Studios,USA,Joss Whedon,Action,459005868,Avengers: Age of Ultron,PG-13,1/5/2015,141,7.4,Robert Downey Jr.,537832,Joss Whedon,2015
190000000,Walt Disney Pictures,USA,Brad Bird,Action,93436322,Tomorrowland,PG,22/5/2015,130,6.5,George Clooney,147385,Damon Lindelof,2015
75000000,Warner Bros.,USA,Guy Ritchie,Action,45445109,The Man from U.N.C.L.E.,PG-13,14/8/2015,116,7.3,Henry Cavill,212440,Guy Ritchie,2015
15000000,Working Title Films,UK,Tom Hooper,Biography,12706393,The Danish Girl,R,22/1/2016,119,7.1,Eddie Redmayne,117432,David Ebershoff,2015
175000000,Pixar Animation Studios,USA,Pete Docter,Animation,356461711,Inside Out,PG,19/6/2015,95,8.2,Amy Poehler,439792,Pete Docter,2015
176000000,Warner Bros.,USA,Lana Wachowski,Action,47387723,Jupiter Ascending,PG-13,6/2/2015,127,5.3,Channing Tatum,153531,Lilly Wachowski,2015
2500000,Black Bear Pictures,USA,Eli Roth,Drama,36336,Knock Knock,R,9/10/2015,99,4.9,Keanu Reeves,56938,Eli Roth,2015
20000000,Participant Media,USA,Tom McCarthy,Crime,45055776,Spotlight,R,20/11/2015,128,8.1,Mark Ruffalo,287421,Josh Singer,2015
11800000,The Weinstein Company,UK,Todd Haynes,Drama,12711491,Carol,R,15/1/2016,118,7.2,Cate Blanchett,81966,Phyllis Nagy,2015
190000000,Universal Pictures,USA,James Wan,Action,353007020,Furious 7,PG-13,3/4/2015,137,7.2,Vin Diesel,309837,Chris Morgan,2015
29000000,Brownstone Productions (II),USA,Elizabeth Banks,Comedy,184296230,Pitch Perfect 2,PG-13,15/5/2015,115,6.4,Anna Kendrick,112447,Kay Cannon,2015
20000000,3 Arts Entertainment,USA,John Wells,Comedy,13650738,Burnt,R,30/10/2015,101,6.6,Bradley Cooper,80803,Steven Knight,2015
55000000,Working Title Films,UK,Baltasar Korm·kur,Action,43482270,Everest,PG-13,25/9/2015,121,7.1,Jason Clarke,160640,William Nicholson,2015
130000000,Gary Sanchez Productions,USA,Peyton Reed,Action,180202163,Ant-Man,PG-13,17/7/2015,117,7.3,Paul Rudd,388417,Edgar Wright,2015
28000000,Universal Pictures,USA,F. Gary Gray,Biography,161197785,Straight Outta Compton,R,14/8/2015,147,7.9,O'Shea Jackson Jr.,146861,Jonathan Herman,2015
160000000,Color Force,USA,Francis Lawrence,Action,281723902,The Hunger Games: Mockingjay - Part 2,PG-13,20/11/2015,137,6.6,Jennifer Lawrence,212989,Peter Craig,2015
5000000,Blinding Edge Pictures,USA,M. Night Shyamalan,Horror,65206105,The Visit,PG-13,11/9/2015,94,6.2,Olivia DeJonge,86781,M. Night Shyamalan,2015
25000000,Lakeshore Entertainment,USA,Lee Toland Krieger,Drama,42478175,The Age of Adaline,PG-13,24/4/2015,112,7.2,Blake Lively,118727,J. Mills Goodloe,2015
53000000,Cross Creek Pictures,USA,Scott Cooper,Biography,62575678,Black Mass,R,18/9/2015,123,6.9,Johnny Depp,140407,Mark Mallouk,2015
55000000,Double Dare You (DDY),USA,Guillermo del Toro,Drama,31056945,Crimson Peak,R,16/10/2015,119,6.5,Mia Wasikowska,102529,Guillermo del Toro,2015
0,Gamechanger Films,USA,Karyn Kusama,Drama,231703,The Invitation,NOT RATED,8/4/2016,100,6.7,Logan Marshall-Green,46822,Phil Hay,2015
0,Screen Australia,Australia,Jocelyn Moorhouse,Comedy,2021399,The Dressmaker,R,29/10/2015,119,7.1,Kate Winslet,36647,Rosalie Ham,2015
35000000,Metro-Goldwyn-Mayer (MGM),USA,Ryan Coogler,Drama,109767581,Creed,PG-13,25/11/2015,133,7.6,Michael B. Jordan,182827,Ryan Coogler,2015
110000000,Summit Entertainment,USA,Robert Schwentke,Action,130179072,Insurgent,PG-13,20/3/2015,119,6.3,Shailene Woodley,178165,Brian Duffield,2015
35000000,Twentieth Century Fox Film Corporation,USA,Aleksander Bach,Action,22464430,Hitman: Agent 47,R,21/8/2015,96,5.7,Rupert Friend,72970,Skip Woods,2015
8500000,CBS Films,USA,Ari Sandel,Comedy,34017854,The DUFF,PG-13,20/2/2015,101,6.5,Mae Whitman,60469,Josh A. Cagan,2015
5000000,Blumhouse Productions,USA,Joel Edgerton,Drama,43771291,The Gift,R,7/8/2015,108,7.1,Jason Bateman,103554,Joel Edgerton,2015
80000000,Columbia Pictures,USA,Genndy Tartakovsky,Animation,169700110,Hotel Transylvania 2,PG,25/9/2015,89,6.7,Adam Sandler,73328,Robert Smigel,2015
50000000,Paramount Pictures,USA,Sean Anders,Comedy,150357137,Daddy's Home,PG-13,25/12/2015,96,6.1,Will Ferrell,72842,Brian Burns,2015
0,Coup d'Etat Films,USA,Kyle Patrick Alvarez,Biography,643557,The Stanford Prison Experiment,R,17/7/2015,122,6.9,Ezra Miller,23757,Tim Talbott,2015
40000000,DreamWorks,USA,Steven Spielberg,Drama,72313754,Bridge of Spies,PG-13,16/10/2015,142,7.6,Tom Hanks,227862,Matt Charman,2015
30000000,Universal Pictures,UK,Danny Boyle,Biography,17750583,Steve Jobs,R,23/10/2015,122,7.2,Michael Fassbender,121579,Aaron Sorkin,2015
31000000,BenderSpink,USA,John Francis Daley,Adventure,58884188,Vacation,R,29/7/2015,99,6.1,Ed Helms,77487,Jonathan Goldstein,2015
90000000,Summit Entertainment,USA,Breck Eisner,Action,27367660,The Last Witch Hunter,PG-13,23/10/2015,106,6,Vin Diesel,74795,Cory Goodman,2015
120000000,Twentieth Century Fox Film Corporation,USA,Josh Trank,Action,56117548,Fantastic Four,PG-13,7/8/2015,100,4.3,Miles Teller,125934,Jeremy Slater,2015
50100000,Kramer & Sigman Films,USA,Glenn Ficarra,Comedy,53862963,Focus,R,27/2/2015,105,6.6,Will Smith,171771,Glenn Ficarra,2015
35000000,Waverly Films,USA,Nancy Meyers,Comedy,75764672,The Intern,PG-13,25/9/2015,121,7.1,Robert De Niro,166416,Nancy Meyers,2015
11000000,Wildgaze Films,UK,John Crowley,Drama,38317535,Brooklyn,PG-13,25/11/2015,117,7.5,Saoirse Ronan,99195,Nick Hornby,2015
74000000,Illumination Entertainment,USA,Kyle Balda,Animation,336045770,Minions,PG,10/7/2015,91,6.4,Sandra Bullock,169228,Brian Lynch,2015
37000000,Columbia Pictures,USA,Cameron Crowe,Comedy,20991497,Aloha,PG-13,29/5/2015,105,5.4,Bradley Cooper,46828,Cameron Crowe,2015
10000000,Black Label Media,USA,Jean-Marc VallÈe,Comedy,1978592,Demolition,R,8/4/2016,101,7,Jake Gyllenhaal,64109,Bryan Sipe,2015
14800000,Warner Bros.,USA,Gregory Jacobs,Comedy,66013057,Magic Mike XXL,R,1/7/2015,115,5.6,Channing Tatum,44006,Reid Carolin,2015
5000000,Broad Green Pictures,USA,Jeremy Saulnier,Crime,3219029,Green Room,R,13/5/2016,95,7,Anton Yelchin,69349,Jeremy Saulnier,2015
34000000,Fox 2000 Pictures,USA,George Tillman Jr.,Drama,37432299,The Longest Ride,PG-13,10/4/2015,123,7.1,Scott Eastwood,61182,Nicholas Sparks,2015
100000000,Warner Bros.,USA,Ron Howard,Action,25020758,In the Heart of the Sea,PG-13,11/12/2015,122,6.9,Chris Hemsworth,94603,Charles Leavitt,2015
60000000,Fox 2000 Pictures,USA,David O. Russell,Biography,56451232,Joy,PG-13,25/12/2015,124,6.6,Jennifer Lawrence,102242,David O. Russell,2015
88000000,Columbia Pictures,USA,Chris Columbus,Action,78747585,Pixels,PG-13,24/7/2015,105,5.6,Adam Sandler,106004,Tim Herlihy,2015
12000000,Fox 2000 Pictures,USA,Jake Schreier,Drama,32000304,Paper Towns,PG-13,24/7/2015,109,6.3,Nat Wolff,76635,Scott Neustadter,2015
35000000,"Cantillon Company, The",UK,Peter Landesman,Biography,34531832,Concussion,PG-13,25/12/2015,123,7.1,Will Smith,64629,Peter Landesman,2015
40000000,Gary Sanchez Productions,USA,Etan Cohen,Comedy,90411453,Get Hard,R,27/3/2015,100,6,Will Ferrell,98662,Jay Martel,2015
68000000,Universal Pictures,USA,Seth MacFarlane,Comedy,81476385,Ted 2,R,26/6/2015,115,6.3,Mark Wahlberg,143077,Seth MacFarlane,2015
2000000,Caviar,USA,Marielle Heller,Drama,1477002,The Diary of a Teenage Girl,R,28/8/2015,102,6.9,Bel Powley,22916,Phoebe Gloeckner,2015
58000000,Columbia Pictures,USA,Rob Letterman,Adventure,80080379,Goosebumps,PG,16/10/2015,103,6.3,Jack Black,59906,Darren Lemke,2015
15000000,Broken Road Productions,USA,Christopher Landon,Action,3635292,Scouts Guide to the Zombie Apocalypse,R,30/10/2015,93,6.3,Tye Sheridan,33629,Carrie Lee Wilson,2015
150000000,Warner Bros.,USA,Joe Wright,Adventure,35088320,Pan,PG,9/10/2015,111,5.8,Levi Miller,49650,Jason Fuchs,2015
15000000,See-Saw Films,UK,Justin Kurzel,Drama,1108247,Macbeth,R,11/12/2015,113,6.7,Michael Fassbender,43481,Todd Louiso,2015
0,Dogwood Films,USA,Terrence Malick,Drama,558402,Knight of Cups,R,4/3/2016,118,5.7,Christian Bale,18771,Terrence Malick,2015
10000000,Gramercy Pictures (I),Canada,Leigh Whannell,Horror,52218558,La noche del demonio: Capitulo 3,PG-13,5/6/2015,97,6.1,Dermot Mulroney,67298,Leigh Whannell,2015
16200000,Bold Films,USA,John Erick Dowdle,Action,27285953,No Escape,R,26/8/2015,103,6.8,Lake Bell,61262,John Erick Dowdle,2015
26000000,Endgame Entertainment,USA,Tarsem Singh,Action,12276810,Self/less,PG-13,10/7/2015,117,6.5,Ryan Reynolds,70564,¿lex Pastor,2015
8000000,Amasia Entertainment,USA,Paco Cabezas,Action,25369,Mr. Right,R,8/4/2016,95,6.3,Anna Kendrick,33496,Max Landis,2015
0,Gloria Sanchez Productions,USA,Leslye Headland,Comedy,814775,Sleeping with Other People,R,12/8/2015,101,6.5,Jason Sudeikis,29326,Leslye Headland,2015
19500000,IM Global,USA,Billy Ray,Crime,20180155,Secret in Their Eyes,PG-13,20/11/2015,111,6.2,Chiwetel Ejiofor,29254,Billy Ray,2015
25000000,Columbia Pictures,USA,Jonathan Levine,Adventure,43035725,The Night Before,R,20/11/2015,101,6.4,Joseph Gordon-Levitt,45947,Jonathan Levine,2015
200000000,Pixar Animation Studios,USA,Peter Sohn,Animation,123087120,The Good Dinosaur,PG,25/11/2015,93,6.7,Jeffrey Wright,80711,Bob Peterson,2015
135000000,DreamWorks Animation,USA,Tim Johnson,Animation,177397510,Home,PG,27/3/2015,94,6.7,Jim Parsons,79374,Tom J. Astle,2015
35000000,Sony Pictures Entertainment (SPE),USA,Robert Zemeckis,Adventure,10137502,The Walk,PG,9/10/2015,123,7.3,Joseph Gordon-Levitt,97203,Robert Zemeckis,2015
40000000,Davis Entertainment,USA,Paul McGuigan,Drama,5775076,Victor Frankenstein,PG-13,25/11/2015,110,6,Daniel Radcliffe,40525,Max Landis,2015
0,Paris Film,Canada,Oz Perkins,Horror,19980,The Blackcoat's Daughter,R,16/2/2017,93,5.8,Emma Roberts,6768,Oz Perkins,2015
15000000,Legendary Entertainment,USA,Michael Dougherty,Comedy,42592530,Krampus,PG-13,4/12/2015,98,6.2,Adam Scott,44393,Todd Casey,2015
8000000,Indian Paintbrush,USA,Alfonso Gomez-Rejon,Comedy,6743776,Me and Earl and the Dying Girl,PG-13,1/7/2015,105,7.8,Thomas Mann,96689,Jesse Andrews,2015
0,HanWay Films,UK,Ben Wheatley,Drama,343139,High-Rise,R,28/4/2016,119,5.7,Tom Hiddleston,28067,Amy Jump,2015
25000000,1821 Pictures,USA,Gavin O'Connor,Action,1512815,Jane Got a Gun,R,29/1/2016,98,5.9,Natalie Portman,15689,Brian Duffield,2015
30000000,Warner Bros.,USA,Doug Ellin,Comedy,32361416,Entourage,R,3/6/2015,104,6.6,Adrian Grenier,66336,Doug Ellin,2015
7000000,Forest Whitaker's Significant Productions,USA,Rick Famuyiwa,Comedy,17474107,Dope,R,19/6/2015,103,7.3,Shameik Moore,69552,Rick Famuyiwa,2015
50000000,Warner Bros.,USA,Jaume Collet-Serra,Action,26442251,Run All Night,R,13/3/2015,114,6.6,Liam Neeson,85225,Brad Ingelsby,2015
0,Regency Enterprises,USA,Rupert Goold,Crime,4715819,True Story,R,17/4/2015,99,6.3,James Franco,44237,Rupert Goold,2015
0,Fox Searchlight Pictures,UK,Thomas Vinterberg,Drama,12229314,Far from the Madding Crowd,PG-13,22/5/2015,119,7.1,Carey Mulligan,36196,Thomas Hardy,2015
13000000,Raindog Films,UK,Gavin Hood,Drama,18700837,Eye in the Sky,R,1/4/2016,102,7.3,Helen Mirren,61722,Guy Hibbert,2015
16000000,Freedom Media,USA,Drake Doremus,Drama,32095,Equals,PG-13,26/5/2016,101,6,Nicholas Hoult,18681,Nathan Parker,2015
23000000,LStar Capital,USA,Jeremy Garelick,Comedy,64460211,The Wedding Ringer,R,16/1/2015,101,6.7,Kevin Hart,60737,Jeremy Garelick,2015
0,Edward R. Pressman Film,UK,Matt Brown,Biography,3866794,The Man Who Knew Infinity,PG-13,29/4/2016,108,7.2,Dev Patel,33630,Matt Brown,2015
2000000,StudioCanal,UK,Max Joseph,Drama,3590010,We Are Your Friends,R,28/8/2015,96,6.2,Zac Efron,27695,Max Joseph,2015
6000000,"Princess Grace Foundation, The",USA,Cary Fukunaga,Drama,83861,Beasts of No Nation,NOT RATED,16/10/2015,137,7.8,Abraham Attah,52905,Cary Fukunaga,2015
30000000,Little Stranger,USA,Jason Moore,Comedy,87044645,Sisters,R,18/12/2015,118,6,Amy Poehler,52137,Paula Pell,2015
28000000,PalmStar Media,USA,Nima Nourizadeh,Action,14434604,American Ultra,R,21/8/2015,100,6.1,Jesse Eisenberg,67391,Max Landis,2015
11000000,Origin Pictures,UK,Simon Curtis,Biography,33305037,Woman in Gold,PG-13,10/4/2015,109,7.3,Helen Mirren,42052,Alexi Kaye Campbell,2015
0,Rhombus Media,Canada,Patricia Rozema,Drama,6438,Into the Forest,R,29/7/2016,101,5.9,Ellen Page,11816,Patricia Rozema,2015
8000000,Harmonius Claptrap,USA,Duke Johnson,Animation,3442820,Anomalisa,R,5/2/2016,90,7.2,David Thewlis,47499,Charlie Kaufman,2015
12000000,Insurge Pictures,USA,Dean Israelite,Sci-Fi,22331028,Project Almanac,PG-13,30/1/2015,106,6.4,Amy Landecker,65169,Jason Pagan,2015
11000000,Gravier Productions,USA,Woody Allen,Comedy,4027764,Irrational Man,R,7/8/2015,95,6.6,Joaquin Phoenix,42507,Woody Allen,2015
